x	y
20.99	0.867954
20.98	0.867959
20.97	0.867963
20.96	0.867967
20.95	0.867971
20.94	0.867975
20.93	0.867979
20.92	0.867983
20.91	0.867987
20.9	0.867991
20.89	0.867995
20.88	0.867999
20.87	0.868003
20.86	0.868007
20.85	0.868012
20.84	0.868016
20.83	0.86802
20.82	0.868024
20.81	0.868028
20.8	0.868032
20.79	0.868036
20.78	0.86804
20.77	0.868044
20.76	0.868049
20.75	0.868053
20.74	0.868057
20.73	0.868061
20.72	0.868065
20.71	0.868069
20.7	0.868074
20.69	0.868078
20.68	0.868082
20.67	0.868086
20.66	0.86809
20.65	0.868094
20.64	0.868099
20.63	0.868103
20.62	0.868107
20.61	0.868111
20.6	0.868115
20.59	0.86812
20.58	0.868124
20.57	0.868128
20.56	0.868132
20.55	0.868136
20.54	0.868141
20.53	0.868145
20.52	0.868149
20.51	0.868153
20.5	0.868158
20.49	0.868162
20.48	0.868166
20.47	0.86817
20.46	0.868175
20.45	0.868179
20.44	0.868183
20.43	0.868187
20.42	0.868192
20.41	0.868196
20.4	0.8682
20.39	0.868205
20.38	0.868209
20.37	0.868213
20.36	0.868217
20.35	0.868222
20.34	0.868226
20.33	0.86823
20.32	0.868235
20.31	0.868239
20.3	0.868243
20.29	0.868248
20.28	0.868252
20.27	0.868256
20.26	0.868261
20.25	0.868265
20.24	0.868269
20.23	0.868274
20.22	0.868278
20.21	0.868282
20.2	0.868287
20.19	0.868291
20.18	0.868296
20.17	0.8683
20.16	0.868304
20.15	0.868309
20.14	0.868313
20.13	0.868318
20.12	0.868322
20.11	0.868326
20.1	0.868331
20.09	0.868335
20.08	0.86834
20.07	0.868344
20.06	0.868348
20.05	0.868353
20.04	0.868357
20.03	0.868362
20.02	0.868366
20.01	0.868371
20	0.868375
19.99	0.86838
19.98	0.868384
19.97	0.868389
19.96	0.868393
19.95	0.868398
19.94	0.868402
19.93	0.868407
19.92	0.868411
19.91	0.868416
19.9	0.86842
19.89	0.868425
19.88	0.868429
19.87	0.868434
19.86	0.868438
19.85	0.868443
19.84	0.868447
19.83	0.868452
19.82	0.868456
19.81	0.868461
19.8	0.868465
19.79	0.86847
19.78	0.868474
19.77	0.868479
19.76	0.868484
19.75	0.868488
19.74	0.868493
19.73	0.868497
19.72	0.868502
19.71	0.868506
19.7	0.868511
19.69	0.868516
19.68	0.86852
19.67	0.868525
19.66	0.868529
19.65	0.868534
19.64	0.868539
19.63	0.868543
19.62	0.868548
19.61	0.868553
19.6	0.868557
19.59	0.868562
19.58	0.868567
19.57	0.868571
19.56	0.868576
19.55	0.868581
19.54	0.868585
19.53	0.86859
19.52	0.868595
19.51	0.868599
19.5	0.868604
19.49	0.868609
19.48	0.868613
19.47	0.868618
19.46	0.868623
19.45	0.868628
19.44	0.868632
19.43	0.868637
19.42	0.868642
19.41	0.868646
19.4	0.868651
19.39	0.868656
19.38	0.868661
19.37	0.868665
19.36	0.86867
19.35	0.868675
19.34	0.86868
19.33	0.868685
19.32	0.868689
19.31	0.868694
19.3	0.868699
19.29	0.868704
19.28	0.868708
19.27	0.868713
19.26	0.868718
19.25	0.868723
19.24	0.868728
19.23	0.868733
19.22	0.868737
19.21	0.868742
19.2	0.868747
19.19	0.868752
19.18	0.868757
19.17	0.868762
19.16	0.868766
19.15	0.868771
19.14	0.868776
19.13	0.868781
19.12	0.868786
19.11	0.868791
19.1	0.868796
19.09	0.868801
19.08	0.868806
19.07	0.86881
19.06	0.868815
19.05	0.86882
19.04	0.868825
19.03	0.86883
19.02	0.868835
19.01	0.86884
19	0.868845
18.99	0.86885
18.98	0.868855
18.97	0.86886
18.96	0.868865
18.95	0.86887
18.94	0.868875
18.93	0.86888
18.92	0.868885
18.91	0.86889
18.9	0.868895
18.89	0.8689
18.88	0.868905
18.87	0.86891
18.86	0.868915
18.85	0.86892
18.84	0.868925
18.83	0.86893
18.82	0.868935
18.81	0.86894
18.8	0.868945
18.79	0.86895
18.78	0.868955
18.77	0.86896
18.76	0.868965
18.75	0.86897
18.74	0.868975
18.73	0.868981
18.72	0.868986
18.71	0.868991
18.7	0.868996
18.69	0.869001
18.68	0.869006
18.67	0.869011
18.66	0.869016
18.65	0.869021
18.64	0.869027
18.63	0.869032
18.62	0.869037
18.61	0.869042
18.6	0.869047
18.59	0.869052
18.58	0.869058
18.57	0.869063
18.56	0.869068
18.55	0.869073
18.54	0.869078
18.53	0.869084
18.52	0.869089
18.51	0.869094
18.5	0.869099
18.49	0.869104
18.48	0.86911
18.47	0.869115
18.46	0.86912
18.45	0.869125
18.44	0.869131
18.43	0.869136
18.42	0.869141
18.41	0.869146
18.4	0.869152
18.39	0.869157
18.38	0.869162
18.37	0.869168
18.36	0.869173
18.35	0.869178
18.34	0.869183
18.33	0.869189
18.32	0.869194
18.31	0.869199
18.3	0.869205
18.29	0.86921
18.28	0.869215
18.27	0.869221
18.26	0.869226
18.25	0.869231
18.24	0.869237
18.23	0.869242
18.22	0.869248
18.21	0.869253
18.2	0.869258
18.19	0.869264
18.18	0.869269
18.17	0.869275
18.16	0.86928
18.15	0.869285
18.14	0.869291
18.13	0.869296
18.12	0.869302
18.11	0.869307
18.1	0.869313
18.09	0.869318
18.08	0.869324
18.07	0.869329
18.06	0.869335
18.05	0.86934
18.04	0.869346
18.03	0.869351
18.02	0.869357
18.01	0.869362
18	0.869368
17.99	0.869373
17.98	0.869379
17.97	0.869384
17.96	0.86939
17.95	0.869395
17.94	0.869401
17.93	0.869406
17.92	0.869412
17.91	0.869417
17.9	0.869423
17.89	0.869429
17.88	0.869434
17.87	0.86944
17.86	0.869445
17.85	0.869451
17.84	0.869457
17.83	0.869462
17.82	0.869468
17.81	0.869474
17.8	0.869479
17.79	0.869485
17.78	0.86949
17.77	0.869496
17.76	0.869502
17.75	0.869507
17.74	0.869513
17.73	0.869519
17.72	0.869525
17.71	0.86953
17.7	0.869536
17.69	0.869542
17.68	0.869547
17.67	0.869553
17.66	0.869559
17.65	0.869565
17.64	0.86957
17.63	0.869576
17.62	0.869582
17.61	0.869588
17.6	0.869593
17.59	0.869599
17.58	0.869605
17.57	0.869611
17.56	0.869617
17.55	0.869622
17.54	0.869628
17.53	0.869634
17.52	0.86964
17.51	0.869646
17.5	0.869651
17.49	0.869657
17.48	0.869663
17.47	0.869669
17.46	0.869675
17.45	0.869681
17.44	0.869687
17.43	0.869693
17.42	0.869698
17.41	0.869704
17.4	0.86971
17.39	0.869716
17.38	0.869722
17.37	0.869728
17.36	0.869734
17.35	0.86974
17.34	0.869746
17.33	0.869752
17.32	0.869758
17.31	0.869764
17.3	0.86977
17.29	0.869776
17.28	0.869782
17.27	0.869788
17.26	0.869794
17.25	0.8698
17.24	0.869806
17.23	0.869812
17.22	0.869818
17.21	0.869824
17.2	0.86983
17.19	0.869836
17.18	0.869842
17.17	0.869848
17.16	0.869854
17.15	0.86986
17.14	0.869866
17.13	0.869872
17.12	0.869878
17.11	0.869884
17.1	0.869891
17.09	0.869897
17.08	0.869903
17.07	0.869909
17.06	0.869915
17.05	0.869921
17.04	0.869927
17.03	0.869934
17.02	0.86994
17.01	0.869946
17	0.869952
16.99	0.869958
16.98	0.869965
16.97	0.869971
16.96	0.869977
16.95	0.869983
16.94	0.86999
16.93	0.869996
16.92	0.870002
16.91	0.870008
16.9	0.870014
16.89	0.870021
16.88	0.870027
16.87	0.870033
16.86	0.87004
16.85	0.870046
16.84	0.870052
16.83	0.870059
16.82	0.870065
16.81	0.870071
16.8	0.870078
16.79	0.870084
16.78	0.87009
16.77	0.870097
16.76	0.870103
16.75	0.870109
16.74	0.870116
16.73	0.870122
16.72	0.870129
16.71	0.870135
16.7	0.870141
16.69	0.870148
16.68	0.870154
16.67	0.870161
16.66	0.870167
16.65	0.870174
16.64	0.87018
16.63	0.870187
16.62	0.870193
16.61	0.8702
16.6	0.870206
16.59	0.870212
16.58	0.870219
16.57	0.870226
16.56	0.870232
16.55	0.870239
16.54	0.870245
16.53	0.870252
16.52	0.870258
16.51	0.870265
16.5	0.870271
16.49	0.870278
16.48	0.870285
16.47	0.870291
16.46	0.870298
16.45	0.870304
16.44	0.870311
16.43	0.870318
16.42	0.870324
16.41	0.870331
16.4	0.870338
16.39	0.870344
16.38	0.870351
16.37	0.870358
16.36	0.870364
16.35	0.870371
16.34	0.870378
16.33	0.870384
16.32	0.870391
16.31	0.870398
16.3	0.870405
16.29	0.870411
16.28	0.870418
16.27	0.870425
16.26	0.870432
16.25	0.870438
16.24	0.870445
16.23	0.870452
16.22	0.870459
16.21	0.870466
16.2	0.870472
16.19	0.870479
16.18	0.870486
16.17	0.870493
16.16	0.8705
16.15	0.870507
16.14	0.870514
16.13	0.87052
16.12	0.870527
16.11	0.870534
16.1	0.870541
16.09	0.870548
16.08	0.870555
16.07	0.870562
16.06	0.870569
16.05	0.870576
16.04	0.870583
16.03	0.87059
16.02	0.870597
16.01	0.870604
16	0.870611
15.99	0.870618
15.98	0.870625
15.97	0.870632
15.96	0.870639
15.95	0.870646
15.94	0.870653
15.93	0.87066
15.92	0.870667
15.91	0.870674
15.9	0.870681
15.89	0.870688
15.88	0.870695
15.87	0.870703
15.86	0.87071
15.85	0.870717
15.84	0.870724
15.83	0.870731
15.82	0.870738
15.81	0.870745
15.8	0.870753
15.79	0.87076
15.78	0.870767
15.77	0.870774
15.76	0.870781
15.75	0.870789
15.74	0.870796
15.73	0.870803
15.72	0.87081
15.71	0.870818
15.7	0.870825
15.69	0.870832
15.68	0.870839
15.67	0.870847
15.66	0.870854
15.65	0.870861
15.64	0.870869
15.63	0.870876
15.62	0.870883
15.61	0.870891
15.6	0.870898
15.59	0.870905
15.58	0.870913
15.57	0.87092
15.56	0.870928
15.55	0.870935
15.54	0.870942
15.53	0.87095
15.52	0.870957
15.51	0.870965
15.5	0.870972
15.49	0.87098
15.48	0.870987
15.47	0.870995
15.46	0.871002
15.45	0.87101
15.44	0.871017
15.43	0.871025
15.42	0.871032
15.41	0.87104
15.4	0.871047
15.39	0.871055
15.38	0.871063
15.37	0.87107
15.36	0.871078
15.35	0.871085
15.34	0.871093
15.33	0.871101
15.32	0.871108
15.31	0.871116
15.3	0.871124
15.29	0.871131
15.28	0.871139
15.27	0.871147
15.26	0.871154
15.25	0.871162
15.24	0.87117
15.23	0.871177
15.22	0.871185
15.21	0.871193
15.2	0.871201
15.19	0.871208
15.18	0.871216
15.17	0.871224
15.16	0.871232
15.15	0.87124
15.14	0.871248
15.13	0.871255
15.12	0.871263
15.11	0.871271
15.1	0.871279
15.09	0.871287
15.08	0.871295
15.07	0.871303
15.06	0.87131
15.05	0.871318
15.04	0.871326
15.03	0.871334
15.02	0.871342
15.01	0.87135
15	0.871358
14.99	0.871366
14.98	0.871374
14.97	0.871382
14.96	0.87139
14.95	0.871398
14.94	0.871406
14.93	0.871414
14.92	0.871422
14.91	0.87143
14.9	0.871439
14.89	0.871447
14.88	0.871455
14.87	0.871463
14.86	0.871471
14.85	0.871479
14.84	0.871487
14.83	0.871495
14.82	0.871504
14.81	0.871512
14.8	0.87152
14.79	0.871528
14.78	0.871536
14.77	0.871545
14.76	0.871553
14.75	0.871561
14.74	0.871569
14.73	0.871578
14.72	0.871586
14.71	0.871594
14.7	0.871602
14.69	0.871611
14.68	0.871619
14.67	0.871627
14.66	0.871636
14.65	0.871644
14.64	0.871653
14.63	0.871661
14.62	0.871669
14.61	0.871678
14.6	0.871686
14.59	0.871695
14.58	0.871703
14.57	0.871711
14.56	0.87172
14.55	0.871728
14.54	0.871737
14.53	0.871745
14.52	0.871754
14.51	0.871762
14.5	0.871771
14.49	0.87178
14.48	0.871788
14.47	0.871797
14.46	0.871805
14.45	0.871814
14.44	0.871822
